,name,party,firstname,lastname,position,years,key
150,"Saarikko, Annika",Keskusta,Annika,Saarikko, ,2011-2015,Annika_Saarikko
151,"Saarinen, Matti",SDP,Matti,Saarinen, ,2011-2015,Matti_Saarinen
152,"Salolainen, Pertti",Kokoomus,Pertti,Salolainen, ,2011-2015,Pertti_Salolainen
153,"Salonen, Kristiina",SDP,Kristiina,Salonen, ,2011-2015,Kristiina_Salonen
154,"Sankelo, Janne",Kokoomus,Janne,Sankelo, ,2011-2015,Janne_Sankelo
155,"Sarkomaa, Sari",Kokoomus,Sari,Sarkomaa, ,2011-2015,Sari_Sarkomaa
156,"Sasi, Kimmo",Kokoomus,Kimmo,Sasi, ,2011-2015,Kimmo_Sasi
157,"Satonen, Arto",Kokoomus,Arto,Satonen, ,2011-2015,Arto_Satonen
158,"Savola, Mikko",Keskusta,Mikko,Savola, ,2011-2015,Mikko_Savola
159,"Sinnemäki, Anni",Vihreät,Anni,Sinnemäki, ,2011-2015,Anni_Sinnemäki
160,"Sipilä, Juha",Keskusta,Juha,Sipilä, ,2011-2015,Juha_Sipilä
161,"Skinnari, Jouko",SDP,Jouko,Skinnari, ,2011-2015,Jouko_Skinnari
162,"Soini, Timo",Perussuomalaiset,Timo,Soini, ,2011-2015,Timo_Soini
163,"Soininvaara, Osmo",Vihreät,Osmo,Soininvaara, ,2011-2015,Osmo_Soininvaara
164,"Soukola, Ismo",Perussuomalaiset,Ismo,Soukola, ,2011-2015,Ismo_Soukola
165,"Stubb, Alexander",Kokoomus,Alexander,Stubb, Eurooppa- ja ulkomaankauppaministeri;;Pääministeri;;,2011-2015,Alexander_Stubb
166,"Sumuvuori, Johanna",Vihreät,Johanna,Sumuvuori, ,2011-2015,Johanna_Sumuvuori
167,"Suutari, Eero",Kokoomus,Eero,Suutari, ,2011-2015,Eero_Suutari
168,"Taimela, Katja",SDP,Katja,Taimela, ,2011-2015,Katja_Taimela
169,"Tainio, Hanna",SDP,Hanna,Tainio, ,2011-2015,Hanna_Tainio
170,"Thors, Astrid",RKP,Astrid,Thors, ,2011-2015,Astrid_Thors
171,"Tiainen, Eila",Vasemmistoliitto,Eila,Tiainen, ,2011-2015,Eila_Tiainen
172,"Tiilikainen, Kimmo",Keskusta,Kimmo,Tiilikainen, ,2011-2015,Kimmo_Tiilikainen
173,"Toivakka, Lenita",Kokoomus,Lenita,Toivakka, Eurooppa- ja ulkomaankauppaministeri;;,2011-2015,Lenita_Toivakka
174,"Toivola, Jani",Vihreät,Jani,Toivola, ,2011-2015,Jani_Toivola
175,"Tolppanen, Maria",Perussuomalaiset,Maria,Tolppanen, ,2011-2015,Maria_Tolppanen
176,"Tolvanen, Kari",Kokoomus,Kari,Tolvanen, ,2011-2015,Kari_Tolvanen
177,"Torniainen, Ari",Keskusta,Ari,Torniainen, ,2011-2015,Ari_Torniainen
178,"Tossavainen, Reijo",Perussuomalaiset,Reijo,Tossavainen, ,2011-2015,Reijo_Tossavainen
179,"Tuomioja, Erkki",SDP,Erkki,Tuomioja, Ulkoasiainministeri;;Ulkoasiainministeri;;,2011-2015,Erkki_Tuomioja
180,"Tuppurainen, Tytti",SDP,Tytti,Tuppurainen, ,2011-2015,Tytti_Tuppurainen
181,"Turunen, Kaj",Perussuomalaiset,Kaj,Turunen, ,2011-2015,Kaj_Turunen
182,"Tuupainen, Kauko",Perussuomalaiset,Kauko,Tuupainen, ,2011-2015,Kauko_Tuupainen
183,"Tynkkynen, Oras",Vihreät,Oras,Tynkkynen, ,2011-2015,Oras_Tynkkynen
184,"Tölli, Tapani",Keskusta,Tapani,Tölli, ,2011-2015,Tapani_Tölli
185,"Uotila, Kari",Vasemmistoliitto,Kari,Uotila, ,2011-2015,Kari_Uotila
186,"Urpalainen, Anu",Kokoomus,Anu,Urpalainen, ,2011-2015,Anu_Urpalainen
187,"Urpilainen, Jutta",SDP,Jutta,Urpilainen, Pääministerin sijainen;; Valtiovarainministeri;;,2011-2015,Jutta_Urpilainen
188,"Vahasalo, Raija",Kokoomus,Raija,Vahasalo, ,2011-2015,Raija_Vahasalo
189,"Vapaavuori, Jan",Kokoomus,Jan,Vapaavuori, Elinkeinoministeri;;Elinkeinoministeri;; Elinkeinoministeri;;,2011-2015,Jan_Vapaavuori
190,"Vehkaperä, Mirja",Keskusta,Mirja,Vehkaperä, ,2011-2015,Mirja_Vehkaperä
191,"Vehviläinen, Anu",Keskusta,Anu,Vehviläinen, ,2011-2015,Anu_Vehviläinen
192,"Viitamies, Pauliina",SDP,Pauliina,Viitamies, ,2011-2015,Pauliina_Viitamies
193,"Viitanen, Pia",SDP,Pia,Viitanen, Kulttuuri- ja asuntoministeri;; Asunto- ja viestintäministeri;;Kulttuuri- ja asuntoministeri;;,2011-2015,Pia_Viitanen
194,"Vikman, Sofia",Kokoomus,Sofia,Vikman, ,2011-2015,Sofia_Vikman
195,"Virkkunen, Henna",Kokoomus,Henna,Virkkunen, Hallinto- ja kuntaministeri;; Liikenne- ja kuntaministeri;;,2011-2015,Henna_Virkkunen
196,"Virolainen, Anne-Mari",Kokoomus,Anne-Mari,Virolainen, ,2011-2015,Anne-Mari_Virolainen
197,"Virtanen, Erkki",Vasemmistoliitto,Erkki,Virtanen, ,2011-2015,Erkki_Virtanen
198,"Virtanen, Pertti",Perussuomalaiset,Pertti,Virtanen, ,2011-2015,Pertti_Virtanen
199,"Vähämäki, Ville",Perussuomalaiset,Ville,Vähämäki, ,2011-2015,Ville_Vähämäki
200,"Väätäinen, Juha",Perussuomalaiset,Juha,Väätäinen, ,2011-2015,Juha_Väätäinen
201,"Väätäinen, Tuula",SDP,Tuula,Väätäinen, ,2011-2015,Tuula_Väätäinen
202,"Wallin, Harry",SDP,Harry,Wallin, ,2011-2015,Harry_Wallin
203,"Wallin, Stefan",RKP,Stefan,Wallin, Puolustusministeri;;,2011-2015,Stefan_Wallin
204,"Wallinheimo, Sinuhe",Kokoomus,Sinuhe,Wallinheimo, ,2011-2015,Sinuhe_Wallinheimo
205,"Wideroos, Ulla-Maj",RKP,Ulla-Maj,Wideroos, ,2011-2015,Ulla-Maj_Wideroos
206,"Yrttiaho, Jyrki",Vasenryhmä,Jyrki,Yrttiaho, ,2011-2015,Jyrki_Yrttiaho
207,"Zyskowicz, Ben",Kokoomus,Ben,Zyskowicz, ,2011-2015,Ben_Zyskowicz
208,"Östman, Peter",Kristillisdemokraatit,Peter,Östman, ,2011-2015,Peter_Östman
0,"Aalto, Touko",Vihreät,Touko,Aalto, ,2015-2019,Touko_Aalto
1,"Adlercreutz, Anders",RKP,Anders,Adlercreutz, ,2015-2019,Anders_Adlercreutz
2,"Ala-Nissilä, Olavi",Keskusta,Olavi,Ala-Nissilä, ,2015-2019,Olavi_Ala-Nissilä
3,"Alanko-Kahiluoto, Outi",Vihreät,Outi,Alanko-Kahiluoto, ,2015-2019,Outi_Alanko-Kahiluoto
4,"Alatalo, Mikko",Keskusta,Mikko,Alatalo, ,2015-2019,Mikko_Alatalo
5,"Andersson, Li",Vasemmistoliitto,Li,Andersson, ,2015-2019,Li_Andersson
6,"Anttila, Sirkka-Liisa",Keskusta,Sirkka-Liisa,Anttila, ,2015-2019,Sirkka-Liisa_Anttila
7,"Arhinmäki, Paavo",Vasemmistoliitto,Paavo,Arhinmäki, ,2015-2019,Paavo_Arhinmäki
8,"Berner, Anne",Keskusta,Anne,Berner, Liikenne- ja viestintäministeri;; Liikenne- ja viestintäministeri;;,2015-2019,Anne_Berner
9,"Biaudet, Eva",RKP,Eva,Biaudet, ,2015-2019,Eva_Biaudet
10,"Blomqvist, Thomas",RKP,Thomas,Blomqvist, ,2015-2019,Thomas_Blomqvist
11,"Eerola, Juho",Perussuomalaiset,Juho,Eerola, ,2015-2019,Juho_Eerola
12,"Eestilä, Markku",Kokoomus,Markku,Eestilä, ,2015-2019,Markku_Eestilä
13,"Elo, Simon",Siniset,Simon,Elo, ,2015-2019,Simon_Elo
14,"Elomaa, Ritva",Perussuomalaiset,Ritva,Elomaa, ,2015-2019,Ritva_Elomaa
15,"Eloranta, Eeva-Johanna",SDP,Eeva-Johanna,Eloranta, ,2015-2019,Eeva-Johanna_Eloranta
16,"Elovaara, Tiina",Siniset,Tiina,Elovaara, ,2015-2019,Tiina_Elovaara
17,"Essayah, Sari",Kristillisdemokraatit,Sari,Essayah, ,2015-2019,Sari_Essayah
18,"Feldt-Ranta, Maarit",SDP,Maarit,Feldt-Ranta, ,2015-2019,Maarit_Feldt-Ranta
19,"Filatov, Tarja",SDP,Tarja,Filatov, ,2015-2019,Tarja_Filatov
20,"Grahn-Laasonen, Sanni",Kokoomus,Sanni,Grahn-Laasonen, Opetusministeri;; Opetus- ja kulttuuriministeri;;,2015-2019,Sanni_Grahn-Laasonen
21,"Gustafsson, Jukka",SDP,Jukka,Gustafsson, ,2015-2019,Jukka_Gustafsson
22,"Guzenina, Maria",SDP,Maria,Guzenina, ,2015-2019,Maria_Guzenina
23,"Haatainen, Tuula",SDP,Tuula,Haatainen, ,2015-2019,Tuula_Haatainen
24,"Haavisto, Pekka",Vihreät,Pekka,Haavisto, ,2015-2019,Pekka_Haavisto
25,"Haglund, Carl",RKP,Carl,Haglund, ,2015-2019,Carl_Haglund
26,"Hakanen, Pertti",Keskusta,Pertti,Hakanen, ,2015-2019,Pertti_Hakanen
27,"Hakkarainen, Teuvo",Perussuomalaiset,Teuvo,Hakkarainen, ,2015-2019,Teuvo_Hakkarainen
28,"Halmeenpää, Hanna",Vihreät,Hanna,Halmeenpää, ,2015-2019,Hanna_Halmeenpää
29,"Harakka, Timo",SDP,Timo,Harakka, ,2015-2019,Timo_Harakka
30,"Harkimo, Harry",Liike Nyt,Harry,Harkimo, ,2015-2019,Harry_Harkimo
31,"Hassi, Satu",Vihreät,Satu,Hassi, ,2015-2019,Satu_Hassi
32,"Hautala, Lasse",Keskusta,Lasse,Hautala, ,2015-2019,Lasse_Hautala
33,"Heikkinen, Hannakaisa",Keskusta,Hannakaisa,Heikkinen, ,2015-2019,Hannakaisa_Heikkinen
34,"Heinonen, Timo",Kokoomus,Timo,Heinonen, ,2015-2019,Timo_Heinonen
35,"Heinäluoma, Eero",SDP,Eero,Heinäluoma, ,2015-2019,Eero_Heinäluoma
36,"Henriksson, Anna-Maja",RKP,Anna-Maja,Henriksson, ,2015-2019,Anna-Maja_Henriksson
37,"Hongisto, Reijo",Siniset,Reijo,Hongisto, ,2015-2019,Reijo_Hongisto
38,"Honkonen, Petri",Keskusta,Petri,Honkonen, ,2015-2019,Petri_Honkonen
39,"Hoskonen, Hannu",Keskusta,Hannu,Hoskonen, ,2015-2019,Hannu_Hoskonen
40,"Huhtasaari, Laura",Perussuomalaiset,Laura,Huhtasaari, ,2015-2019,Laura_Huhtasaari
41,"Huovinen, Susanna",SDP,Susanna,Huovinen, ,2015-2019,Susanna_Huovinen
42,"Häkkänen, Antti",Kokoomus,Antti,Häkkänen, Oikeusministeri;;,2015-2019,Antti_Häkkänen
43,"Hänninen, Katja",Vasemmistoliitto,Katja,Hänninen, ,2015-2019,Katja_Hänninen
44,"Ihalainen, Lauri",SDP,Lauri,Ihalainen, ,2015-2019,Lauri_Ihalainen
45,"Immonen, Olli",Perussuomalaiset,Olli,Immonen, ,2015-2019,Olli_Immonen
46,"Jalonen, Ari",Siniset,Ari,Jalonen, ,2015-2019,Ari_Jalonen
47,"Jarva, Marisanna",Keskusta,Marisanna,Jarva, ,2015-2019,Marisanna_Jarva
48,"Jaskari, Harri",Kokoomus,Harri,Jaskari, ,2015-2019,Harri_Jaskari
49,"Jokinen, Kalle",Kokoomus,Kalle,Jokinen, ,2015-2019,Kalle_Jokinen
50,"Juhantalo, Kauko",Keskusta,Kauko,Juhantalo, ,2015-2019,Kauko_Juhantalo
51,"Juvonen, Arja",Perussuomalaiset,Arja,Juvonen, ,2015-2019,Arja_Juvonen
52,"Järvinen, Heli",Vihreät,Heli,Järvinen, ,2015-2019,Heli_Järvinen
53,"Kaikkonen, Antti",Keskusta,Antti,Kaikkonen, ,2015-2019,Antti_Kaikkonen
54,"Kalli, Timo",Keskusta,Timo,Kalli, ,2015-2019,Timo_Kalli
55,"Kalmari, Anne",Keskusta,Anne,Kalmari, ,2015-2019,Anne_Kalmari
56,"Kanerva, Ilkka",Kokoomus,Ilkka,Kanerva, ,2015-2019,Ilkka_Kanerva
57,"Kankaanniemi, Toimi",Perussuomalaiset,Toimi,Kankaanniemi, ,2015-2019,Toimi_Kankaanniemi
58,"Kantola, Ilkka",SDP,Ilkka,Kantola, ,2015-2019,Ilkka_Kantola
59,"Kari, Emma",Vihreät,Emma,Kari, ,2015-2019,Emma_Kari
60,"Kari, Mika",SDP,Mika,Kari, ,2015-2019,Mika_Kari
61,"Karimäki, Johanna",Vihreät,Johanna,Karimäki, ,2015-2019,Johanna_Karimäki
62,"Kasvi, Jyrki",Vihreät,Jyrki,Kasvi, ,2015-2019,Jyrki_Kasvi
63,"Katainen, Elsi",Keskusta,Elsi,Katainen, ,2015-2019,Elsi_Katainen
64,"Kauma, Pia",Kokoomus,Pia,Kauma, ,2015-2019,Pia_Kauma
65,"Keränen, Niilo",Keskusta,Niilo,Keränen, ,2015-2019,Niilo_Keränen
66,"Kiljunen, Anneli",SDP,Anneli,Kiljunen, ,2015-2019,Anneli_Kiljunen
67,"Kiuru, Krista",SDP,Krista,Kiuru, ,2015-2019,Krista_Kiuru
68,"Kiuru, Pauli",Kokoomus,Pauli,Kiuru, ,2015-2019,Pauli_Kiuru
69,"Kivelä, Kimmo",Siniset,Kimmo,Kivelä, ,2015-2019,Kimmo_Kivelä
70,"Kiviranta, Esko",Keskusta,Esko,Kiviranta, ,2015-2019,Esko_Kiviranta
71,"Kontula, Anna",Vasemmistoliitto,Anna,Kontula, ,2015-2019,Anna_Kontula
72,"Kopra, Jukka",Kokoomus,Jukka,Kopra, ,2015-2019,Jukka_Kopra
73,"Korhonen, Timo",Keskusta,Timo,Korhonen, ,2015-2019,Timo_Korhonen
74,"Koski, Susanna",Kokoomus,Susanna,Koski, ,2015-2019,Susanna_Koski
75,"Kosonen, Hanna",Keskusta,Hanna,Kosonen, ,2015-2019,Hanna_Kosonen
76,"Kulmala, Kari",Siniset,Kari,Kulmala, ,2015-2019,Kari_Kulmala
77,"Kulmuni, Katri",Keskusta,Katri,Kulmuni, ,2015-2019,Katri_Kulmuni
78,"Kurvinen, Antti",Keskusta,Antti,Kurvinen, ,2015-2019,Antti_Kurvinen
79,"Kymäläinen, Suna",SDP,Suna,Kymäläinen, ,2015-2019,Suna_Kymäläinen
80,"Kärnä, Mikko",Keskusta,Mikko,Kärnä, ,2015-2019,Mikko_Kärnä
81,"Kääriäinen, Seppo",Keskusta,Seppo,Kääriäinen, ,2015-2019,Seppo_Kääriäinen
82,"Laiho, Mia",Kokoomus,Mia,Laiho, ,2015-2019,Mia_Laiho
83,"Laitinen-Pesola, Jaana",Kokoomus,Jaana,Laitinen-Pesola, ,2015-2019,Jaana_Laitinen-Pesola
84,"Lapintie, Annika",Vasemmistoliitto,Annika,Lapintie, ,2015-2019,Annika_Lapintie
85,"Laukkanen, Antero",Kristillisdemokraatit,Antero,Laukkanen, ,2015-2019,Antero_Laukkanen
86,"Lauslahti, Sanna",Kokoomus,Sanna,Lauslahti, ,2015-2019,Sanna_Lauslahti
87,"Lehti, Eero",Kokoomus,Eero,Lehti, ,2015-2019,Eero_Lehti
88,"Lehto, Rami",Perussuomalaiset,Rami,Lehto, ,2015-2019,Rami_Lehto
89,"Lehtomäki, Paula",Keskusta,Paula,Lehtomäki, ,2015-2019,Paula_Lehtomäki
90,"Lepomäki, Elina",Kokoomus,Elina,Lepomäki, ,2015-2019,Elina_Lepomäki
91,"Leppä, Jari",Keskusta,Jari,Leppä, Maa- ja metsätalousministeri;;,2015-2019,Jari_Leppä
92,"Lindström, Jari",Siniset,Jari,Lindström, Oikeus- ja työministeri;; Työministeri;; Työministeri;;,2015-2019,Jari_Lindström
93,"Lindtman, Antti",SDP,Antti,Lindtman, ,2015-2019,Antti_Lindtman
94,"Lintilä, Mika",Keskusta,Mika,Lintilä, Elinkeinoministeri;; Elinkeinoministeri;;,2015-2019,Mika_Lintilä
95,"Lohela, Maria",Liike Nyt,Maria,Lohela, ,2015-2019,Maria_Lohela
96,"Lohi, Markus",Keskusta,Markus,Lohi, ,2015-2019,Markus_Lohi
97,"Louhelainen, Anne",Siniset,Anne,Louhelainen, ,2015-2019,Anne_Louhelainen
98,"Löfström, Mats",Åländsk Samling,Mats,Löfström, ,2015-2019,Mats_Löfström
99,"Maijala, Eeva-Maria",Keskusta,Eeva-Maria,Maijala, ,2015-2019,Eeva-Maria_Maijala
100,"Marin, Sanna",SDP,Sanna,Marin, ,2015-2019,Sanna_Marin
101,"Mattila, Hanna-Leena",Keskusta,Hanna-Leena,Mattila, ,2015-2019,Hanna-Leena_Mattila
102,"Mattila, Pirkko",Siniset,Pirkko,Mattila, Sosiaali- ja terveysministeri;; Sosiaali- ja terveysministeri;;,2015-2019,Pirkko_Mattila
103,"Meri, Leena",Perussuomalaiset,Leena,Meri, ,2015-2019,Leena_Meri
104,"Mikkonen, Krista",Vihreät,Krista,Mikkonen, ,2015-2019,Krista_Mikkonen
105,"Modig, Silvia",Vasemmistoliitto,Silvia,Modig, ,2015-2019,Silvia_Modig
106,"Multala, Sari",Kokoomus,Sari,Multala, ,2015-2019,Sari_Multala
107,"Mustajärvi, Markus",Vasemmistoliitto,Markus,Mustajärvi, ,2015-2019,Markus_Mustajärvi
108,"Mykkänen, Kai",Kokoomus,Kai,Mykkänen, Ulkomaankauppa- ja kehitysministeri;; Sisäministeri;;,2015-2019,Kai_Mykkänen
109,"Myller, Riitta",SDP,Riitta,Myller, ,2015-2019,Riitta_Myller
110,"Myllykoski, Jari",Vasemmistoliitto,Jari,Myllykoski, ,2015-2019,Jari_Myllykoski
111,"Mäkelä, Jani",Perussuomalaiset,Jani,Mäkelä, ,2015-2019,Jani_Mäkelä
112,"Mäkelä, Outi",Kokoomus,Outi,Mäkelä, ,2015-2019,Outi_Mäkelä
113,"Mäkinen, Riitta",SDP,Riitta,Mäkinen, ,2015-2019,Riitta_Mäkinen
114,"Mäkipää, Lea",Siniset,Lea,Mäkipää, ,2015-2019,Lea_Mäkipää
115,"Mäkisalo-Ropponen, Merja",SDP,Merja,Mäkisalo-Ropponen, ,2015-2019,Merja_Mäkisalo-Ropponen
116,"Mäntylä, Hanna",Siniset,Hanna,Mäntylä, Sosiaali- ja terveysministeri;;,2015-2019,Hanna_Mäntylä
117,"Mölsä, Martti",Siniset,Martti,Mölsä, ,2015-2019,Martti_Mölsä
118,"Niikko, Mika",Perussuomalaiset,Mika,Niikko, ,2015-2019,Mika_Niikko
119,"Niinistö, Jussi",Siniset,Jussi,Niinistö, Puolustusministeri;; Puolustusministeri;;,2015-2019,Jussi_Niinistö
120,"Niinistö, Ville",Vihreät,Ville,Niinistö, ,2015-2019,Ville_Niinistö
121,"Nivala, Eija",Keskusta,Eija,Nivala, ,2015-2019,Eija_Nivala
122,"Nurminen, Ilmari",SDP,Ilmari,Nurminen, ,2015-2019,Ilmari_Nurminen
123,"Nylander, Mikaela",RKP,Mikaela,Nylander, ,2015-2019,Mikaela_Nylander
124,"Nylund, Mats",RKP,Mats,Nylund, ,2015-2019,Mats_Nylund
125,"Oinonen, Pentti",Siniset,Pentti,Oinonen, ,2015-2019,Pentti_Oinonen
126,"Ojala-Niemelä, Johanna",SDP,Johanna,Ojala-Niemelä, ,2015-2019,Johanna_Ojala-Niemelä
127,"Orpo, Petteri",Kokoomus,Petteri,Orpo, Pääministerin sijainen;; Sisäministeri;; Valtiovarainministeri;;,2015-2019,Petteri_Orpo
128,"Paatero, Sirpa",SDP,Sirpa,Paatero, ,2015-2019,Sirpa_Paatero
129,"Packalén, Tom",Perussuomalaiset,Tom,Packalén, ,2015-2019,Tom_Packalén
130,"Pakkanen, Markku",Keskusta,Markku,Pakkanen, ,2015-2019,Markku_Pakkanen
131,"Paloniemi, Aila",Keskusta,Aila,Paloniemi, ,2015-2019,Aila_Paloniemi
132,"Parviainen, Olli-Poika",Vihreät,Olli-Poika,Parviainen, ,2015-2019,Olli-Poika_Parviainen
133,"Parviainen, Ulla",Keskusta,Ulla,Parviainen, ,2015-2019,Ulla_Parviainen
134,"Pekkarinen, Mauri",Keskusta,Mauri,Pekkarinen, ,2015-2019,Mauri_Pekkarinen
135,"Pekonen, Aino-Kaisa",Vasemmistoliitto,Aino-Kaisa,Pekonen, ,2015-2019,Aino-Kaisa_Pekonen
136,"Pelkonen, Jaana",Kokoomus,Jaana,Pelkonen, ,2015-2019,Jaana_Pelkonen
137,"Pirttilahti, Arto",Keskusta,Arto,Pirttilahti, ,2015-2019,Arto_Pirttilahti
138,"Puska, Pekka",Keskusta,Pekka,Puska, ,2015-2019,Pekka_Puska
139,"Puumala, Tuomo",Keskusta,Tuomo,Puumala, ,2015-2019,Tuomo_Puumala
140,"Pylväs, Juha",Keskusta,Juha,Pylväs, ,2015-2019,Juha_Pylväs
141,"Raassina, Sari",Kokoomus,Sari,Raassina, ,2015-2019,Sari_Raassina
142,"Raatikainen, Mika",Perussuomalaiset,Mika,Raatikainen, ,2015-2019,Mika_Raatikainen
143,"Rantakangas, Antti",Keskusta,Antti,Rantakangas, ,2015-2019,Antti_Rantakangas
144,"Razmyar, Nasima",SDP,Nasima,Razmyar, ,2015-2019,Nasima_Razmyar
145,"Rehn, Olli",Keskusta,Olli,Rehn, Elinkeinoministeri;;,2015-2019,Olli_Rehn
146,"Rehn-Kivi, Veronica",RKP,Veronica,Rehn-Kivi, ,2015-2019,Veronica_Rehn-Kivi
147,"Rehula, Juha",Keskusta,Juha,Rehula, Perhe- ja peruspalveluministeri;;,2015-2019,Juha_Rehula
148,"Reijonen, Eero",Keskusta,Eero,Reijonen, ,2015-2019,Eero_Reijonen
149,"Rinne, Antti",SDP,Antti,Rinne, ,2015-2019,Antti_Rinne
150,"Risikko, Paula",Kokoomus,Paula,Risikko, Sisäministeri;;,2015-2019,Paula_Risikko
151,"Ronkainen, Jari",Perussuomalaiset,Jari,Ronkainen, ,2015-2019,Jari_Ronkainen
152,"Rossi, Markku",Keskusta,Markku,Rossi, ,2015-2019,Markku_Rossi
153,"Ruoho, Veera",Kokoomus,Veera,Ruoho, ,2015-2019,Veera_Ruoho
154,"Ruohonen-Lerner, Pirkko",Perussuomalaiset,Pirkko,Ruohonen-Lerner, ,2015-2019,Pirkko_Ruohonen-Lerner
155,"Rydman, Wille",Kokoomus,Wille,Rydman, ,2015-2019,Wille_Rydman
156,"Räsänen, Joona",SDP,Joona,Räsänen, ,2015-2019,Joona_Räsänen
157,"Räsänen, Päivi",Kristillisdemokraatit,Päivi,Räsänen, ,2015-2019,Päivi_Räsänen
158,"Saarakkala, Vesa-Matti",Siniset,Vesa-Matti,Saarakkala, ,2015-2019,Vesa-Matti_Saarakkala
159,"Saarikko, Annika",Keskusta,Annika,Saarikko, Perhe- ja peruspalveluministeri;;,2015-2019,Annika_Saarikko
160,"Salolainen, Pertti",Kokoomus,Pertti,Salolainen, ,2015-2019,Pertti_Salolainen
161,"Salonen, Kristiina",SDP,Kristiina,Salonen, ,2015-2019,Kristiina_Salonen
162,"Sarkkinen, Hanna",Vasemmistoliitto,Hanna,Sarkkinen, ,2015-2019,Hanna_Sarkkinen
163,"Sarkomaa, Sari",Kokoomus,Sari,Sarkomaa, ,2015-2019,Sari_Sarkomaa
164,"Satonen, Arto",Kokoomus,Arto,Satonen, ,2015-2019,Arto_Satonen
165,"Savio, Sami",Perussuomalaiset,Sami,Savio, ,2015-2019,Sami_Savio
166,"Savola, Mikko",Keskusta,Mikko,Savola, ,2015-2019,Mikko_Savola
167,"Semi, Matti",Vasemmistoliitto,Matti,Semi, ,2015-2019,Matti_Semi
168,"Sipilä, Juha",Keskusta,Juha,Sipilä, Pääministeri;;,2015-2019,Juha_Sipilä
169,"Sirén, Saara-Sofia",Kokoomus,Saara-Sofia,Sirén, ,2015-2019,Saara-Sofia_Sirén
170,"Skinnari, Ville",SDP,Ville,Skinnari, ,2015-2019,Ville_Skinnari
171,"Soini, Timo",Siniset,Timo,Soini, Pääministerin sijainen;; Ulkoministeri;; Ulkoasiainministeri;; Ulkoasiainministeri;; Ulkoasiainministeri;;,2015-2019,Timo_Soini
172,"Strand, Joakim",RKP,Joakim,Strand, ,2015-2019,Joakim_Strand
173,"Stubb, Alexander",Kokoomus,Alexander,Stubb, Valtiovarainministeri;;,2015-2019,Alexander_Stubb
174,"Suutari, Eero",Kokoomus,Eero,Suutari, ,2015-2019,Eero_Suutari
175,"Taavitsainen, Satu",SDP,Satu,Taavitsainen, ,2015-2019,Satu_Taavitsainen
176,"Taimela, Katja",SDP,Katja,Taimela, ,2015-2019,Katja_Taimela
177,"Talja, Martti",Keskusta,Martti,Talja, ,2015-2019,Martti_Talja
178,"Talvitie, Mari-Leena",Kokoomus,Mari-Leena,Talvitie, ,2015-2019,Mari-Leena_Talvitie
179,"Tanus, Sari",Kristillisdemokraatit,Sari,Tanus, ,2015-2019,Sari_Tanus
180,"Tavio, Ville",Perussuomalaiset,Ville,Tavio, ,2015-2019,Ville_Tavio
181,"Terho, Sampo",Siniset,Sampo,Terho," Eurooppa-, kulttuuri- ja urheiluministeri;; Eurooppa-, kulttuuri- ja urheiluministeri;;",2015-2019,Sampo_Terho
182,"Tiilikainen, Kimmo",Keskusta,Kimmo,Tiilikainen," Maatalous- ja ympäristöministeri;; Asunto-, energia- ja ympäristöministeri;;",2015-2019,Kimmo_Tiilikainen
183,"Toivakka, Lenita",Kokoomus,Lenita,Toivakka, Ulkomaankauppa- ja kehitysministeri;;,2015-2019,Lenita_Toivakka
184,"Toivola, Jani",Vihreät,Jani,Toivola, ,2015-2019,Jani_Toivola
185,"Tolppanen, Maria",SDP,Maria,Tolppanen, ,2015-2019,Maria_Tolppanen
186,"Tolvanen, Kari",Kokoomus,Kari,Tolvanen, ,2015-2019,Kari_Tolvanen
187,"Torniainen, Ari",Keskusta,Ari,Torniainen, ,2015-2019,Ari_Torniainen
188,"Torsti, Pilvi",SDP,Pilvi,Torsti, ,2015-2019,Pilvi_Torsti
189,"Torvinen, Matti",Siniset,Matti,Torvinen, ,2015-2019,Matti_Torvinen
190,"Tuomioja, Erkki",SDP,Erkki,Tuomioja, ,2015-2019,Erkki_Tuomioja
191,"Tuppurainen, Tytti",SDP,Tytti,Tuppurainen, ,2015-2019,Tytti_Tuppurainen
192,"Turunen, Kaj",Kokoomus,Kaj,Turunen, ,2015-2019,Kaj_Turunen
193,"Tölli, Tapani",Keskusta,Tapani,Tölli, ,2015-2019,Tapani_Tölli
194,"Uotila, Kari",Vasemmistoliitto,Kari,Uotila, ,2015-2019,Kari_Uotila
195,"Urpilainen, Jutta",SDP,Jutta,Urpilainen, ,2015-2019,Jutta_Urpilainen
196,"Vahasalo, Raija",Kokoomus,Raija,Vahasalo, ,2015-2019,Raija_Vahasalo
197,"Vanhanen, Matti",Keskusta,Matti,Vanhanen, ,2015-2019,Matti_Vanhanen
198,"Vartiainen, Juhana",Kokoomus,Juhana,Vartiainen, ,2015-2019,Juhana_Vartiainen
199,"Vartia, Antero",Vihreät,Antero,Vartia, ,2015-2019,Antero_Vartia
200,"Vehkaperä, Mirja",Keskusta,Mirja,Vehkaperä, ,2015-2019,Mirja_Vehkaperä
201,"Vehviläinen, Anu",Keskusta,Anu,Vehviläinen, Kunta- ja liikenneministeri;; Kunta- ja uudistusministeri;;,2015-2019,Anu_Vehviläinen
202,"Viitanen, Pia",SDP,Pia,Viitanen, ,2015-2019,Pia_Viitanen
